date,quality_i1,quality_i2,quality_i3,valid_days_i1,valid_days_i2,valid_days_i3,snow_flag,land_water_type,product,source
2012-03-24,2.892651548435791,2.9084005421565142,2.893867075780822,1794.6651914775655,1591.5531564293426,1369.4547038657506,0.6016724435100479,1.9052787090175574,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-25,2.9246986475891794,2.9303532274913606,2.952922244667373,19558.203809262188,20214.789742185094,19951.94911037308,0.5274877027196677,2.08617797103434,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-26,2.907413558118491,2.9146730897082356,2.9263868359273095,31340.820409141957,32013.450699939167,29589.708384053585,0.5372141552908443,1.933451439005303,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-27,2.916487760672325,2.9272049103894893,2.9450963377837374,29249.637087311887,30169.732327196507,28710.75951052122,0.5389886997850395,2.1461336699075075,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-28,2.8975728835264207,2.911239891925952,2.920437710743726,18622.311750421017,19340.025132250918,18523.020213220392,0.5466658183900314,2.145682423405164,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-29,2.891875414656891,2.8962109750679144,2.921661999093941,32196.58710152459,33020.27559486537,32022.22984020428,0.7217011243359004,1.7130678308142162,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-30,2.903184813588864,2.9061835140333283,2.9330728326586675,16246.734552422666,16666.774498116953,16158.330265252822,0.7329937459025776,1.663621132813719,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-03-31,2.9256542339782334,2.9218236646953946,2.946837261265095,12938.383592242873,12988.463196340139,12263.597425121035,0.7494440602223759,1.559509496196201,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-01,2.897790179576042,2.9102450657717256,2.9368185946052097,17938.98313189346,18598.170843728443,19087.96115651768,0.7344819969074443,1.6272832142944798,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-02,2.9007178088312267,2.9103317837936404,2.923742524780865,14956.465638270221,15024.657720005207,14351.08499221758,0.7057170066355369,1.7116562218399272,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-03,2.8802296277229416,2.889022266158268,2.911169060048876,10565.198306053697,10723.643526419168,9512.535342305742,0.7107653529107387,1.705580687634163,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-04,2.88359887990573,2.897198045282368,2.9193168433451127,5467.391406018423,5611.5451956204715,4966.932113115534,0.7075041844894923,1.7169993594114843,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-05,2.929312990443635,2.9250196882840984,2.9314305265736813,16241.736158238087,15827.578067857232,13554.802498965095,0.7161630156544364,1.7672236818761669,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-06,2.8663010736077856,2.852752175297918,2.865689962940231,17983.874341219445,17593.59487160251,16616.469228933354,0.6568783898245595,1.867336481180769,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-07,2.8753221917352625,2.871445883742719,2.8793476514886653,10627.787028280147,10113.146725923116,9629.197500920158,0.6636340471314371,1.8711954623958307,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-08,2.8514681944062743,2.8531672601553963,2.877278615712038,6273.323416374313,6018.876947532681,5275.228298643201,0.6678943768716031,1.8513854486302619,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-09,2.7600478244960116,2.7449724846129695,2.753055221997598,23604.098855899185,24614.764727029356,24515.845995565836,0.7324420286014947,1.6752768924453592,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-10,2.693577079914868,2.676974879947959,2.550024983806791,29197.884505910693,31506.75673781503,31734.498694036007,0.7315869678298526,1.6578872176595134,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-11,2.7072299658598373,2.701240186770071,2.561074417535822,14711.825642782365,15851.126617591191,15823.697955068888,0.7200396615643719,1.6483098268087382,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-12,2.7120612951062752,2.7377110784188274,2.6391465930406204,10277.457702703763,10758.948482300848,10827.84398447505,0.7503889634029506,1.5282544548764116,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-13,2.7254156441187645,2.741435605079033,2.6420049417578517,9324.19965872371,9121.511840235948,8713.339357570369,0.7376805953238864,1.59060692360755,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-14,2.8379105862466507,2.8385960738666998,2.8618811840061142,6713.24451546919,6693.556226010017,6002.516800052643,0.7367173580418274,1.616121399552747,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-15,2.815198933096242,2.8197130508802135,2.8435883341955503,6415.894111756207,6324.083431187652,6082.617977393167,0.7423554762731662,1.594260095349351,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-16,2.823148607030336,2.827349877426026,2.865292169219754,3097.233893816591,3105.1925233043526,2875.9239348780716,0.7707434144842945,1.4627678365716923,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-17,2.8621240058342727,2.8772242363195137,2.905807382763766,1622.0724945434895,1600.0998049481575,1497.0468582995954,0.7817556102573907,1.3680663432354274,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-18,2.8820046727772226,2.8899253295179834,2.9204897655723605,1040.9034631973016,1025.0652152188532,995.2035175298715,0.7617036318646955,1.387504645197545,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-19,2.855812115932923,2.855501223603979,2.8972024846941045,18738.65310048771,18522.947256543106,16670.613031237426,0.7634238413209226,1.4422863606669492,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-20,2.831538297862708,2.8350746463093714,2.8691375365697067,13410.884499407224,13160.23655964119,12042.486111051265,0.7521530938562795,1.4655631884401268,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-21,2.864253749283428,2.872265768203479,2.8840679827854734,8258.009688751554,7934.8017708465395,7498.626609570966,0.7514871172674109,1.4552053317156184,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-22,2.910300991905143,2.920202286444394,2.917426228272101,4633.425419445855,4449.557227508327,4273.128284965336,0.7759151466985722,1.423340771242799,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-23,2.9205533165287663,2.931074046626248,2.928571111614016,2387.8558047917663,2321.0175662392685,2231.6440092830485,0.7727703632511301,1.4342937026277265,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-24,2.9238065320743054,2.928468163506377,2.9177086956521734,2649.660337728146,2612.1361090653736,3222.0365173913024,0.7716786270916469,1.4345359412197907,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-25,2.954408504016241,2.9581291639802285,2.959855763039279,4333.036223070662,4185.2153097231185,4063.395121699938,0.7571307147456536,1.4941815840309076,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-26,2.9585284391808466,2.960262691877041,2.962996376543668,3142.5637022412852,3083.2352196197653,3364.6634918287386,0.6874288249648749,1.690253641943357,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-27,2.9474493235651047,2.9488561305279735,2.9551436003284057,4899.084430219273,4672.487309058138,5391.018783521449,0.6871561533680667,1.6722014624751589,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-28,2.9389791918102537,2.9434959516666,2.9528564570331266,11713.219485583968,11724.919532268026,15140.938049516517,0.733811124065565,1.5722378437692894,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-29,2.9394566785871135,2.942145291971429,2.952019036118906,11737.299823735932,10973.511890243914,12238.943505388554,0.7111741349971641,1.7060692002268862,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-04-30,2.9539483142836604,2.958590239990342,2.9606403080323735,5868.6676002164495,5446.173651245555,6133.849786476872,0.7472170818505341,1.647971530249111,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-01,2.9952376973849097,2.995531996198276,2.997941245672415,2770.6486560708527,2591.1436190861987,3119.1630317208765,0.7534274142831986,1.7226708256819185,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-02,2.9773122321014163,2.9813770671884514,2.9799998535324326,6652.04360325827,6565.3818455600795,6366.94823250783,0.7779231601415166,1.6341408145960645,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-03,2.9660641994769446,2.9706611815096022,2.969861553311341,3973.923251893679,4165.833444777585,4048.431217330665,0.7316206869279497,1.7127326847997242,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-04,2.9717748748365973,2.976029527989372,2.9743931925640537,1976.58619627854,2072.3924259134624,2010.5147385307334,0.7333887162152487,1.7083733188191996,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-05,3.0,3.0,3.0,1728.7691765369432,1668.7628712199971,1665.1995394667977,0.5046277605825444,2.433289971440958,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-06,3.0,3.0,3.0,1190.1936590133575,1161.3223913681256,1202.2544775636882,0.5686667528772791,2.3102127246864086,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-07,3.0,3.0,3.0,2196.7184450286295,1914.1484472367813,3682.418902222296,0.5445559636443646,2.257637560719665,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-08,3.0,3.0,3.0,12151.799990100146,11488.617108198983,12512.988932535225,0.5354470632248408,2.3954514278588324,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-09,3.0,3.0,3.0,5823.3540496036085,5495.036179006165,6025.159786716196,0.5558188688913085,2.433436879523472,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-10,2.9955324059370296,2.9955229264359513,2.9970298902762,5130.982098605613,5103.332784702444,5878.024244553761,0.4974849280615452,2.523782224359211,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-11,2.9953954259776525,2.9953890867769477,2.9972314311913646,12071.512055151861,10926.336611905654,14565.475306624467,0.5586843961261244,2.3862866186159315,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-12,2.9953189129229045,2.9953194321206724,2.997235282723156,5990.832703864257,5421.237373022336,7239.592334913762,0.5516731945303373,2.410173160173159,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-13,2.9988536735517,2.9988688967554076,3.0,11262.922393989116,10768.699175958927,10518.718871285866,0.5590125341986383,2.461761150346757,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-14,2.998271778787685,2.9982869650731216,3.0,8545.394090269505,8604.085787757478,7542.809563935117,0.35314409100484523,3.0335211712660617,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-15,2.9977829781992846,2.997792404235313,3.0,6080.8150390949895,6043.5727449707965,5060.031922767498,0.37071600965406276,2.8240064360418344,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-16,2.997785796293258,2.997795018374847,3.0,3053.9031443196163,3034.899938413665,2543.51211984826,0.37034655693435353,2.826175014466662,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-17,2.9979802513464993,2.997989575577067,3.0,1846.969392707638,1831.0212267646964,1603.7948567057017,0.3711528276349084,2.8816277290649075,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-18,3.0,3.0,3.0,7179.542037202441,7058.458664940406,7860.333588119679,0.49734294241828647,2.57334206886511,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-19,3.0,3.0,3.0,11652.842575852206,10789.419089842224,13576.847063250654,0.48261155884474294,2.4917996801404882,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-20,2.99868622728268,2.9985854616895873,3.0,21125.075859692115,20805.666787340662,21660.1814711551,0.6317247057502666,1.990363204281357,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-21,2.9986636640352398,2.998554719910072,3.0,15448.869555762045,15490.11316783382,15418.785747383869,0.6199559794570799,2.1361547669614236,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-22,3.0,3.0,3.0,18700.718489908442,17186.864902947134,26924.833656305706,0.7472547347750822,1.8812882722269588,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-23,3.0,3.0,3.0,13803.523379809414,13133.93362581723,18314.44114719876,0.7618579473735314,1.9372390523351775,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-24,3.0,3.0,3.0,7910.723546093573,7587.221195317313,10232.440973598666,0.8494542667618066,1.7838209255001447,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-25,3.0,3.0,3.0,7193.780556878934,7118.700952431838,7844.144199166682,0.8219248984239538,1.8914624362723522,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-26,3.0,3.0,3.0,4233.579152004004,4137.1806693989065,4378.0578109607495,0.7920231243843002,1.9288899258567944,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-27,3.0,3.0,3.0,2250.3372657307286,2230.270787925022,2383.1644542376516,0.7656124039340032,1.9697963132154557,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
2012-05-28,3.0,3.0,3.0,1067.640050167224,1072.971174755934,1125.5546580750552,0.8077173238946619,1.9918470451210832,VNP43IA2,VIIRS VNP43IA2 Quality (Collection 001)
