system:index,date,pdd_degCday,precip_mm,precip_volume_m3,snowfall_mm_we,snowfall_volume_m3,source,ssrd_wm2,t2m_C,timestamp,.geo
11,2000-01-12,1.6208640795795284,2.9291307872097483,496758.49747278786,0.0,0.0,ERA5-Land Daily,4870.490146280918,1.6208640795795284,947635200000,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2000-01-13,3.6839651920308074,3.968132706701661,672965.3895145757,0.0,0.0,ERA5-Land Daily,3398.769180429696,3.6839651920308074,947721600000,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2000-01-14,0.7871314479492377,1.26572932792377,214658.15111164903,0.0,0.0,ERA5-Land Daily,4895.415852436417,0.7871314479492377,947808000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2000-01-15,0.813111990087211,12.591213325885638,2135374.84923455,0.0,0.0,ERA5-Land Daily,3918.371620194806,0.813111990087211,947894400000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2000-01-16,2.2597387638913937,34.39146002494906,5832532.327504357,4.863283716812167,824776.2518821568,ERA5-Land Daily,2377.5083905719016,2.2597387638913937,947980800000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2000-01-17,1.2625979440004251,6.53796498321584,1108789.5684869038,0.222268782907582,37695.1097965327,ERA5-Land Daily,5246.37963693187,1.2625979440004251,948067200000,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2000-01-18,0.473487081684207,19.58263424738476,3321067.1260454794,0.0,0.0,ERA5-Land Daily,5201.174272373746,0.473487081684207,948153600000,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2000-01-19,1.7801872756940569,39.42949957496427,6686945.851134712,0.0,0.0,ERA5-Land Daily,1684.5761787497286,1.7801872756940569,948240000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2000-01-20,0.7686607647450117,11.099724928450172,1882429.662033155,0.0,0.0,ERA5-Land Daily,4893.164563590057,0.7686607647450117,948326400000,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2000-01-21,0.8182234069229651,17.006888145683746,2884240.0069084596,0.0,0.0,ERA5-Land Daily,5391.890642285177,0.8182234069229651,948412800000,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2000-01-22,0.8296942626345921,12.333909055190574,2091737.984857603,0.0,0.0,ERA5-Land Daily,4543.874539141123,0.8296942626345921,948499200000,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2000-01-23,2.660820243946702,81.84625854222644,1.3880508372907393E7,0.0,0.0,ERA5-Land Daily,2021.2038874270124,2.660820243946702,948585600000,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2000-01-24,0.43663295540599056,15.36251561878875,2605366.824013128,0.5419040437840401,91902.840166799,ERA5-Land Daily,4258.290190755218,0.43663295540599056,948672000000,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2000-01-25,0.0,25.04155371416744,4246858.710356096,14.149190851261634,2399596.0912431376,ERA5-Land Daily,4540.188414238181,-0.15288452582776854,948758400000,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2000-01-26,1.5365986602579056,90.52853824977561,1.5352957551685479E7,18.34439072467691,3111070.3602705696,ERA5-Land Daily,1866.271322820126,1.5365986602579056,948844800000,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2000-01-27,0.0,61.260901498778296,1.0389387020628933E7,27.427120108028735,4651432.784894085,ERA5-Land Daily,1995.7437873969293,-0.2013910620204368,948931200000,"{""type"":""MultiPoint"",""coordinates"":[]}"
