date,albedo_i1,albedo_i2,albedo_i3,albedo_broadband,product,source
2014-01-03,0.5203377673731617,0.5073601747011977,0.10478218854675297,0.36616317962937334,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-04,0.5257629685290472,0.5151482148779553,0.10761439658313178,0.3717880683618462,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-05,0.513318813737856,0.5180037113303538,0.11467641450144288,0.36307603847479164,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-06,0.5185120116984039,0.5234881237192028,0.12450791442202998,0.3720860442033016,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-07,0.5074531169679728,0.5287882486153233,0.14054101042875886,0.37480951432740595,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-08,0.49202710471216543,0.5128151903233075,0.12878575369066872,0.35878029389880356,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-09,0.3648221710630912,0.387824114878623,0.1817385001736289,0.2979314486840908,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-10,0.37919938014233173,0.42968323321026697,0.1839911431688902,0.30797878250575395,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-11,0.3966993875434869,0.49847589774543183,0.20905091937589373,0.343767723786038,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-12,0.4405473531344831,0.5986833931621252,0.21273353944915332,0.39518008985376185,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-13,0.43511963033893897,0.5868288157330865,0.2200089316283182,0.3924593157931071,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-14,0.4311803946101769,1.0,0.22229493236109144,0.5699621978843905,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-15,0.4296459245495207,0.5912978307691803,0.21944055857410316,0.39290812975223965,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-16,0.5434080541580267,0.6940937812345703,0.1441424472768522,0.42336047851022685,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-17,0.556489499565831,0.700018025784156,0.12484437692688026,0.4130419662353424,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-18,0.550796322779163,0.6944643950493028,0.1262204869432145,0.40894347311980694,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-19,0.551049256763406,0.6770574571958118,0.13396077877222803,0.4156250620210575,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-20,0.6071701247361632,0.6760139783295843,0.09888559960069387,0.4277723907125346,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-21,0.559916606719958,0.5675888495468014,0.09548384113197243,0.3905016069438038,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-22,0.5833604933498124,0.5689450663278827,0.09231850072022174,0.40180323019673514,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-23,0.59691344440804,0.5699633887604122,0.090930051303005,0.4110089011343441,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-24,0.606279186775193,0.5822471642220162,0.08440542287145082,0.4120872146341471,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-25,0.6022070796993783,0.5736787981622182,0.07912266023211424,0.40610628346467786,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-26,0.6173918503514837,0.5770220960073409,0.07819317309428342,0.41388422340899167,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-27,0.6247553118727834,0.5805957015050349,0.07960912572524026,0.4184441366156308,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-28,0.6162812643914661,0.5747409941269301,0.079332041600684,0.41323273346469036,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-29,0.6104921599012479,0.5699791023957204,0.07857377027337328,0.4093714609993134,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-30,0.6076992923750547,0.5678791652896352,0.07902105155421357,0.40775216886125887,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-01-31,0.5940187103829833,0.5530480755936366,0.09404425246372432,0.4056279043654003,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-01,0.594069449918788,0.5432038456347098,0.07403627677048599,0.39631365393384616,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-02,0.6056461698651158,0.5382181410239989,0.05321368172107119,0.39260025535573845,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-03,0.6060866623849749,0.539279980270426,0.053194821863142144,0.39284811862311547,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-04,0.6026065804464317,0.5352904443548213,0.05269557977784653,0.3901751350150131,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-05,0.6129895252094507,0.5301265706459595,0.05072915942712794,0.3941924211899538,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-06,0.6140562766744123,0.5319078764840404,0.05091788061249365,0.39522303812211296,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-07,0.6047558107465371,0.5232238409187295,0.05166602695698616,0.3891781975294579,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-08,0.6034208993566423,0.5203875766301976,0.048708522732975414,0.38676606173298134,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-09,0.5962858277144547,0.5122865335022015,0.04640081750506086,0.37989872086723253,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-10,0.5979564783637273,0.5171751846827106,0.04954964974250365,0.3824977388626979,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-11,0.593463048802662,0.515359767996043,0.05139210856633165,0.38155081501872296,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-12,0.5856557977451323,0.5063497817946034,0.04914153289554025,0.37553515054848896,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-13,0.5863131622178107,0.5080759975607521,0.04637464395580981,0.3749011297880228,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-14,0.5820711289728087,0.504777644764365,0.046159416046843496,0.37236026598544353,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-15,0.5827496649464967,0.5069842216812509,0.048815799822786145,0.37428595286565847,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-16,0.5871095938119653,0.5093460007562272,0.04555570116629031,0.3752504770796427,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-17,0.5899655246874667,0.511479848249459,0.04558234162254725,0.376820780480177,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-18,0.582281264800266,0.5281774773607366,0.0715525328592679,0.38458006957267216,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-19,0.5819134945659762,0.5276429858322658,0.07155638216744697,0.3842359862987743,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-20,0.5663659765778917,0.5159217530943107,0.07852130673184637,0.37815503982783966,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-21,0.5052920637563735,0.4742976323901666,0.0899143607438911,0.3497547879883531,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-22,0.48780500303931007,0.46170156304289,0.09653626953112932,0.34343446206445644,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-23,0.5637047650638269,0.5398343055787673,0.10190872509685125,0.3965207566406403,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-24,0.5591590821595354,0.5335101314512167,0.09846179106578684,0.39157345429879037,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-25,0.5570125223933793,0.5325924557305126,0.10208177388065039,0.3919661791627391,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-26,0.5516161732161993,0.5172291709127409,0.10150635336118626,0.3869323054864762,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-27,0.5494368925690932,0.510756237955842,0.09600959439012938,0.3821923039298082,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-02-28,0.5238860394026166,0.47239626355948516,0.08011468912859887,0.3553459977047445,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-01,0.5666643213557343,0.5221117868137305,0.06225601992696692,0.37551178138475344,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-02,0.5496670819623775,0.5024161578142398,0.05416512370080381,0.36056257885361864,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-03,0.5440327747154092,0.4951302386838737,0.05138730391598003,0.3551494191517228,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-04,0.5390574575572895,0.49189953340982817,0.06018849230530692,0.3557105726811263,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-05,0.5359497749641504,0.48777811453998177,0.05925128163237645,0.35302554083296855,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-06,0.5254504758474426,0.4764235755490602,0.05853763519940522,0.34554272115018697,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-07,0.5176622300014606,0.4613751455345378,0.05211722865921099,0.33611729513275945,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-08,0.5089926617283489,0.4500652657000761,0.04951381274456529,0.3290517136180241,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-09,0.5002979111277385,0.44332148061304855,0.04137780783034898,0.3193661649686992,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-10,0.5012747263259574,0.44339099044712554,0.042243587105692294,0.31987922569056415,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-11,0.47601874344361267,0.4155286087419372,0.04728998780112729,0.3057397143088576,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-12,0.4758534964418509,0.4128118639996027,0.04599060913921929,0.3043794405798357,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-13,0.4767117015166213,0.4124262978578981,0.04530761824784773,0.30418344111310575,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-14,0.47524652952011726,0.41112412807710774,0.044915465536613526,0.30336268445728537,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-15,0.4787332585293965,0.4150985876679344,0.04557171767712443,0.30562586728781316,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-16,0.4724232164608749,0.410635058257063,0.045581758387247345,0.30209396275355743,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-17,0.44439454429483893,0.3726444486848471,0.053092969035769495,0.2883200541779092,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-18,0.4326516659691492,0.3665270587135517,0.05611645433550893,0.2840778565127646,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-19,0.42411161966757177,0.35779138507330255,0.056345935903730784,0.27737674464089035,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-20,0.44946713946634814,0.38592998125463485,0.056368971204628054,0.2911120164453243,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-21,0.4569523374701722,0.3934155725548853,0.06350350597859727,0.297631435160067,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-22,0.4391304844372118,0.3806123532986199,0.06140117109720338,0.2871562039521933,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-23,0.504504756309248,0.4597339167009435,0.0563801483245858,0.333104154150347,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-24,0.5041698619589218,0.45927917741758845,0.057066934179967256,0.3329516676629667,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-25,0.50820049961228,0.46292279633922406,0.05799961723742002,0.33608711451437684,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-26,0.5017235256669144,0.45650888057759365,0.05948635606924542,0.3317863847996991,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-27,0.4844190754148485,0.42747415071651607,0.04909051066856782,0.3119089448133966,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-28,0.48407814454633585,0.4322589029389969,0.0469881091506617,0.31182687087242067,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-29,0.47269012574110164,0.42483589891360024,0.04700053282454705,0.30640030849613387,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-30,0.48932788294600515,0.441827580754058,0.04661532210355056,0.31683111296948896,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-03-31,0.48490482029891674,0.4394795445804735,0.06127231141774481,0.3215237456608419,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-01,0.48184832953692003,0.440067459957077,0.06887344245997856,0.3230560691681571,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-02,0.4778493057174492,0.43926475215440597,0.06971762052071691,0.3208730210576749,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-03,0.4828412204707589,0.442392464270516,0.07006218120254269,0.3240678346663607,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-04,0.4859962208259147,0.44138566031070164,0.06722496613759167,0.32365583544256193,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-05,0.48783837417775444,0.4362571374209022,0.06803269791563235,0.32322286644265075,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-06,0.47822954971805504,0.4285866229373914,0.06682571698003119,0.31631315115361075,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-07,0.48267860661717676,0.4355606758514463,0.07216084968371975,0.3208110235380751,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-08,0.3719423400432803,0.34876870425587153,0.12538082206521312,0.26778740595935385,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-09,0.37550993397331645,0.3517367308889274,0.1219948427651693,0.2688063172915179,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-10,0.3950801596715939,0.3655950657150008,0.11670909421915784,0.2788514170725483,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-11,0.44504375656510003,0.42174863487171665,0.10803695542857619,0.30988857147986526,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-12,0.4703579565995904,0.43841582415468006,0.10390490702128388,0.3249020875111317,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-13,0.4666442127424087,0.4279500233141312,0.09974136140714303,0.3171943081968141,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-14,0.4622030708920753,0.44907236762209757,0.10239960229730034,0.3169981295169476,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-15,0.4739543410253276,0.45358598978899667,0.10801605489348291,0.3274191801130839,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-16,0.4699534080040147,0.4450774737160327,0.10537070300122985,0.32281150917375356,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-17,0.46625006292096444,0.4349317484309122,0.100517777029198,0.3190191047993756,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-18,0.42253599471702386,0.3933854966811424,0.09969291138206676,0.28851095813176,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-19,0.44286793250595824,0.41394996858886574,0.1011141126130382,0.30618938399903084,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-20,0.4515710265811074,0.41948231308435113,0.0989502320199066,0.3106326214139284,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-21,0.446916478142821,0.41357356074153234,0.10549788730894195,0.3073554418122649,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-22,0.44775707205113485,0.4110176695562843,0.09638047814056808,0.3030541054380865,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-23,0.44632551132338144,0.4125054165326041,0.09797820694343151,0.3056906648670152,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-24,0.4642901324712281,0.43122051484967705,0.1023296600635134,0.31595543903377293,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-25,0.4804593572259052,0.4392930713152848,0.09807854226089582,0.32101968695033545,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-26,0.45294120783774067,0.4034470307791752,0.09733757614106868,0.3023686218722306,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-27,0.4227968139018952,0.3651337530249703,0.09616881505118738,0.2781327030459608,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-28,0.3602612569338186,0.29789085862414133,0.09918190288306679,0.2469460318870944,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-29,0.32598491768403026,0.2681011583488113,0.10671462444801705,0.22509549480907703,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-04-30,0.31204475667999293,0.24982551283323273,0.10609827621270201,0.2119611026996317,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-01,0.3268599854224827,0.26647990493163504,0.1158042970381127,0.22553822468036266,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-02,0.3058343684054452,0.24570398633592905,0.09410625749232317,0.20775448625205326,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-03,0.31470768256422543,0.2541214087318102,0.09527703728958427,0.2150604394539205,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-04,0.30362461155937565,0.24233405885609421,0.0844975586932795,0.20659170541029986,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-05,0.24840639996815664,0.18577120002783967,0.08416807607611988,0.16285833384252082,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-06,0.2762815349529862,0.20634873582461563,0.10381288532914507,0.18460658545277484,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-07,0.280960201411987,0.2106002868940565,0.10637235767837715,0.18800954174755022,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-08,0.40986425651864355,0.3458332361001077,0.11848777041228312,0.27828440413865213,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-09,0.43242015398005385,0.3696834918732429,0.13367700299579915,0.2944004063649429,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-10,0.45166223564378644,0.39812698904130006,0.12476447162951264,0.31157456539982514,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-11,0.44457004964684377,0.39768085020955096,0.12644946534021007,0.3088002307788196,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-12,0.45431488537845843,0.4082697492318169,0.13413150755706785,0.315049070205219,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-13,0.4785334415160745,0.4261841970239388,0.14450673070392744,0.33330849860622924,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-14,0.4857498413009072,0.44308145007790667,0.13532714993275038,0.33871232963132253,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-15,0.47648760937344237,0.4393945564027723,0.14335171923217746,0.3304467795828262,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-16,0.4806370661333117,0.43544718323798404,0.15463567618021265,0.3293576323709428,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-17,0.49693068707052557,0.4473430075165431,0.15579400824486772,0.33686921475444237,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-18,0.4752658198156951,0.43081392110959177,0.13959764164052757,0.32782903136782515,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-19,0.4726019868728476,0.4296216908259395,0.1394189880113276,0.3252531212402596,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-20,0.4734478594793528,0.4261383440238864,0.13958362037988062,0.322837681265363,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-21,0.4657646369113029,0.4255090196991867,0.134894824166575,0.3258699458506673,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-22,0.45181938078434175,0.41378518087435956,0.13161197991344145,0.3120586882186847,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-23,0.4471457827928673,0.3971502099238579,0.13466305078117932,0.310825774211508,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-24,0.3853116081864679,0.3163102214222027,0.15004356360795007,0.2612440100080604,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-25,0.3181893001902363,0.2706101121896734,0.13345652732738073,0.23520353241580522,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-26,0.48642567343306037,0.4310807956474758,0.10994199139415697,0.3344549310531086,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-27,0.47673531487983045,0.3843803983105463,0.10907282416185293,0.32096908580273364,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-28,0.45848361056534276,0.36941344199112514,0.11840774216072467,0.3089088154135409,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-29,0.44644042761193525,0.35818713165586824,0.12260567056504948,0.30084065979921165,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-30,0.4622801215478629,0.3780857659065564,0.1263546911886228,0.3102002671109533,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-05-31,0.4729318397223215,0.39227000617589985,0.12345743335551145,0.3189685096301264,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-01,0.47290522829206644,0.3872433236465161,0.13007617980709116,0.320731167353429,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-02,0.47955996355379477,0.39975938277577616,0.13309956798556472,0.3262885265875342,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-03,0.4598684190553213,0.3728659182205871,0.15375861816118572,0.32617558666631874,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-04,0.4564984024073642,0.3731506225127633,0.15492045750593617,0.3240502844618691,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-05,0.4337645969647069,0.368274686878767,0.1494926095391394,0.3155588476964305,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-06,0.4318683059987888,0.3713376548837226,0.13903000632490442,0.3103282901681334,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-07,0.43495162879199384,0.3719923490051771,0.13944509164795488,0.3122375731497859,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-08,0.45099140065555643,0.3792464399065394,0.1352661666143237,0.3202815846970504,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-09,0.4268593548848353,0.3691689835927331,0.12799765384667977,0.31511210801275485,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-10,0.42658954119300174,0.36835046835582796,0.12780886176021367,0.31476789083622353,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-11,0.43691142034056113,0.32911341069767025,0.1898869040751778,0.3111183969036874,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-12,0.43583368993622457,0.32837406791085705,0.18912249261654826,0.3105511217569888,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-13,0.42946440554851395,0.2804367732900415,0.2477198995411366,0.2960382122453515,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-14,0.4282355751733988,0.27645624403174607,0.24817186702794103,0.293890999173117,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-15,0.4273210846311091,0.275919445512381,0.24743477582662274,0.29317552159953647,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-16,0.41149222676086045,0.20596662183810466,0.31184934781325935,0.27434390089832184,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-17,0.40371497004143336,0.2592020189109634,0.2795795908208214,0.28392541502949603,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-18,0.40616672329619263,0.26064261839933556,0.26985629010145745,0.284402311833047,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-19,0.4074050819647258,0.26191727036345513,0.2776400102699451,0.2847065338204467,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-20,0.4085627415369541,0.2634946040883721,0.27709467465132104,0.2850372289713632,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-21,0.40999836503583437,0.2647113222777409,0.27705253650483913,0.28537214501431846,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-22,0.3594433872923409,0.21377661910032364,0.15573467942050337,0.22780969165453657,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-23,0.3555339857773624,0.265017744969117,0.16849782581379305,0.25453015306953863,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-24,0.3695526260246226,0.27155334595401176,0.17274193891549539,0.26493702523486107,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-25,0.3330462914575343,0.31485827882790085,0.17450763807392994,0.2637174852636434,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-26,0.3313856908657534,0.31361492475228164,0.17568225751089495,0.26331627057545487,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-27,0.3349664935064345,0.2975494156250247,0.1337383281093575,0.24623632690023908,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-28,0.3269318176460919,0.3012466441849974,0.13068092710903126,0.2464938997815299,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-29,0.30886185073487193,0.3060088167485359,0.16631668895694066,0.24954013706808803,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-06-30,0.3070217195669066,0.30219384185696796,0.16133493630448228,0.24623916559222944,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-07-01,0.3081000567621246,0.3025824599094247,0.16224890116884558,0.24622024347155652,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-07-02,0.4419544407962793,0.4061365390398364,0.1338805309766091,0.3164714977876985,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-07-03,0.42645787008213576,0.39014062182116266,0.11847952201672976,0.2991777926337919,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-07-04,0.4212281716476333,0.38005852576392946,0.11596326654628974,0.2933264086073867,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
2014-07-05,0.39031820665056677,0.371210847028975,0.180965995567707,0.28917413241983025,VNP43IA1,VIIRS VNP43IA1 BRDF (Collection 001)
