"sensor","year","mean_albedo"
"VIIRS",2012,0.344762525575247
"VIIRS",2013,0.349462851647908
"VIIRS",2014,0.354379231529638
"VIIRS",2015,0.346256844862772
"VIIRS",2016,0.319834519439179
"VIIRS",2017,0.352999764188365
"VIIRS",2018,0.326601372694625
"VIIRS",2019,0.346122230997546
"VIIRS",2020,0.365099136236129
"VIIRS",2021,0.345801709549271
"VIIRS",2022,0.341849046704583
"VIIRS",2023,0.330769690094636
"VIIRS",2024,0.30804048066237
