"sensor","year","month","mean_albedo","date","mean_temp","total_precip","total_snowfall","mean_radiation","season_sin","season_cos","time_trend"
"VIIRS",2020,2,0.350012345771504,2020-02-01,2.53432651645203,1357.31083215833,27.1295829937918,2689.88247667321,0.866025403784439,0.5,8.0848733744011
"VIIRS",2020,3,0.334931617439757,2020-03-01,2.77219085317279,1027.29852109076,94.4664266129117,1382.69754094206,1,6.12323399573677e-17,8.16427104722793
"VIIRS",2020,4,0.313800317547189,2020-04-01,1.19065236635109,1713.95046743501,378.753081063372,1012.16622949563,0.866025403784439,-0.5,8.24914442162902
"VIIRS",2020,5,0.337284177895919,2020-05-01,0.230181996909081,1440.06340209249,481.479299457377,619.320570250125,0.5,-0.866025403784439,8.33127994524298
"VIIRS",2020,6,0.311815171144436,2020-06-01,-1.66524559775316,1222.40597547074,841.084072409422,417.485407185785,1.22464679914735e-16,-1,8.41615331964408
"VIIRS",2020,7,0.30987213793249,2020-07-01,-2.05715320195791,1621.82407427191,1218.040357869,546.062128741659,-0.5,-0.866025403784439,8.49828884325804
"VIIRS",2020,8,0.368437452084595,2020-08-01,-2.12308210310066,1340.8114083494,932.223301517296,1081.04957665826,-0.866025403784438,-0.5,8.58316221765914
"VIIRS",2020,9,0.40579163050572,2020-09-01,-2.44635048078367,1141.34869089945,715.571117662806,1735.87620017886,-1,-1.83697019872103e-16,8.66803559206023
"VIIRS",2020,10,0.432337074523604,2020-10-01,-1.22613340822784,1106.62054524779,596.145227918029,2785.10450587063,-0.866025403784439,0.5,8.7501711156742
"VIIRS",2020,11,0.433323869358259,2020-11-01,-0.609492201327405,977.843066275334,414.909334671343,3846.72520324131,-0.5,0.866025403784438,8.83504449007529
"VIIRS",2020,12,0.377101924009632,2020-12-01,1.45777094049175,1225.29736203436,103.47429102448,4055.80024153451,-2.44929359829471e-16,1,8.91718001368925
"VIIRS",2021,1,0.351420480821886,2021-01-01,1.39173801698664,1289.94153117302,318.61396496017,4013.40624164052,0.5,0.866025403784439,9.00205338809035
"VIIRS",2021,2,0.355666114484967,2021-02-01,2.4988936742376,1246.39942149202,35.372531201229,3042.97112382095,0.866025403784439,0.5,9.08692676249144
"VIIRS",2021,3,0.400714275767141,2021-03-01,0.633681697121233,1063.79005555465,212.053980746628,1879.17725021108,1,6.12323399573677e-17,9.16358658453114
"VIIRS",2021,4,0.297579939604906,2021-04-01,0.911508588510054,1143.11374000934,149.153141721092,1158.52521731013,0.866025403784439,-0.5,9.24845995893224
"VIIRS",2021,5,0.304552682710261,2021-05-01,0.128777169166239,931.075473474937,161.442507656894,670.847996177253,0.5,-0.866025403784439,9.3305954825462
"VIIRS",2021,6,0.314401528485383,2021-06-01,-0.683367399881125,1544.55366886214,554.615774008285,359.613097651491,1.22464679914735e-16,-1,9.4154688569473
"VIIRS",2021,7,0.284110937644576,2021-07-01,-1.11644165815044,1305.92033250893,766.700545364973,499.480739555739,-0.5,-0.866025403784439,9.49760438056126
"VIIRS",2021,8,0.346058413851062,2021-08-01,-2.48396570384897,1558.22327281271,1117.71177000065,1032.85263997352,-0.866025403784438,-0.5,9.58247775496235
"VIIRS",2021,9,0.371945798941628,2021-09-01,-1.81399858939113,1332.61454738101,773.119298393694,1730.98779733344,-1,-1.83697019872103e-16,9.66735112936345
"VIIRS",2021,10,0.38598524797381,2021-10-01,-1.6911499532629,1451.56777209552,992.568771312724,2929.13211704441,-0.866025403784439,0.5,9.74948665297741
"VIIRS",2021,11,0.376206111573768,2021-11-01,0.40559082265577,1295.02368786513,369.874956397874,3374.58494323378,-0.5,0.866025403784438,9.83436002737851
"VIIRS",2021,12,0.359163479283085,2021-12-01,1.01905572508648,921.470128036167,177.255493631606,4134.70334539568,-2.44929359829471e-16,1,9.91649555099247
"VIIRS",2022,1,0.383372769908781,2022-01-01,1.27790910965424,931.169914137617,203.146873455151,3874.42544183704,0.5,0.866025403784439,10.0013689253936
"VIIRS",2022,2,0.350895617157693,2022-02-01,1.71522618467945,1477.16230011094,347.515168537965,2875.30698548922,0.866025403784439,0.5,10.0862422997947
"VIIRS",2022,3,0.356684082213215,2022-03-01,1.3015797347173,1318.03121818493,312.325463468656,1624.17760249916,1,6.12323399573677e-17,10.1629021218344
"VIIRS",2022,4,0.280520727372331,2022-04-01,1.25001535657711,1438.92222219378,162.447980946182,1138.82126058968,0.866025403784439,-0.5,10.2477754962355
"VIIRS",2022,5,0.261773892763869,2022-05-01,-0.133360552417689,1355.80380741547,500.06495161258,597.476603459506,0.5,-0.866025403784439,10.3299110198494
"VIIRS",2022,6,0.248627542159183,2022-06-01,-1.53685342974719,1470.89217820556,996.846604058986,424.353526508501,1.22464679914735e-16,-1,10.4147843942505
"VIIRS",2022,7,0.30990984483415,2022-07-01,-2.0185605893719,1347.86482634936,944.731358320016,492.067188315581,-0.5,-0.866025403784439,10.4969199178645
"VIIRS",2022,8,0.371424500117927,2022-08-01,-1.65091308512352,1222.91706743293,824.225019213931,1065.25913593076,-0.866025403784438,-0.5,10.5817932922656
"VIIRS",2022,9,0.38789352605666,2022-09-01,-2.2148229762751,1156.62350047768,794.773679567337,1759.78048693855,-1,-1.83697019872103e-16,10.6666666666667
"VIIRS",2022,10,0.4030037543151,2022-10-01,-1.01914094025242,993.678090762339,486.647066489726,2992.96496299608,-0.866025403784439,0.5,10.7488021902806
"VIIRS",2022,11,0.385838488648172,2022-11-01,0.554618893273746,897.42064605781,230.342721330792,3862.43212101732,-0.5,0.866025403784438,10.8336755646817
"VIIRS",2022,12,0.356786929817847,2022-12-01,1.56672672773092,1007.95416735512,179.724633134782,3669.54851792766,-2.44929359829471e-16,1,10.9158110882957
"VIIRS",2023,1,0.344212071040389,2023-01-01,2.49623372613442,1097.38258959517,10.5067645460848,3669.56744156127,0.5,0.866025403784439,11.0006844626968
"VIIRS",2023,2,0.338011470351255,2023-02-01,2.43693321162146,1202.04511405201,36.7833193560421,3012.25822191828,0.866025403784439,0.5,11.0855578370979
"VIIRS",2023,3,0.319240063985285,2023-03-01,3.35231652795557,1191.24445379778,16.2159912649411,1294.88420511986,1,6.12323399573677e-17,11.1622176591376
