"sensor","year","month","mean_albedo","n_obs","sd_albedo","date","mean_temp","total_precip","total_snowfall","mean_radiation"
"VIIRS",2022,12,0.356786929817847,31,0.0232479527308604,2022-12-01,1.56672672773092,1007.95416735512,179.724633134782,3669.54851792766
"VIIRS",2023,1,0.344212071040389,31,0.0236166629077441,2023-01-01,2.49623372613442,1097.38258959517,10.5067645460848,3669.56744156127
"VIIRS",2023,2,0.338011470351255,28,0.0134656099256282,2023-02-01,2.43693321162146,1202.04511405201,36.7833193560421,3012.25822191828
"VIIRS",2023,3,0.319240063985285,31,0.0374111435450462,2023-03-01,3.35231652795557,1191.24445379778,16.2159912649411,1294.88420511986
"VIIRS",2023,4,0.258718554902268,30,0.0179781404004317,2023-04-01,1.94930976139247,1099.33813650534,100.895741872867,1333.93640635094
"VIIRS",2023,5,0.268329117941561,29,0.0155158180989829,2023-05-01,1.44790499026084,828.917456012213,88.477393416941,612.933990730234
"VIIRS",2023,6,0.297418411701108,30,0.0242812806431134,2023-06-01,0.292663326628847,1024.22512631156,360.871367339041,350.49312324373
"VIIRS",2023,7,0.270514154893098,30,0.0346888997614775,2023-07-01,-2.13047154593071,1227.52736391947,850.417176636911,582.997749669173
"VIIRS",2023,8,0.325675496720505,28,0.0268228502756582,2023-08-01,-1.45928484114922,1607.03386903861,917.462483222498,948.711138310719
"VIIRS",2023,9,0.397286151743502,30,0.0249033130777939,2023-09-01,-2.60275216553574,1266.44119591175,1048.18062867761,1762.26950049057
"VIIRS",2023,10,0.391889067891503,28,0.0197017509524641,2023-10-01,-1.09415136119758,1270.34305367895,562.729723281787,2945.06207846398
"VIIRS",2023,11,0.368662013521659,23,0.0136474831184595,2023-11-01,0.405063831441175,1404.33592875685,549.271185959079,3693.99061207681
"VIIRS",2023,12,0.402587874812708,29,0.0289635420590651,2023-12-01,1.78885629722082,929.123638471684,71.4813029192244,3878.50859571807
"VIIRS",2024,1,0.348308738409106,27,0.0183331722234625,2024-01-01,1.84939541157542,1058.42652257615,49.7518204829839,3986.11857716561
"VIIRS",2024,2,0.300642570772105,26,0.0141576067482429,2024-02-01,2.92211076595869,1222.85541138904,37.5258585277564,2512.85541605523
"VIIRS",2024,3,0.316044388384317,24,0.0331173793512664,2024-03-01,1.71700502125549,1340.43230611011,114.409709418894,1697.92715845938
"VIIRS",2024,4,0.310625980304072,28,0.0128831511290177,2024-04-01,1.82785250820681,1287.70350744841,132.171117627568,1109.64348090933
"VIIRS",2024,5,0.266633870758466,28,0.0623109014404405,2024-05-01,-0.426828445311834,1476.81293711277,501.984077046802,628.099958120877
