"x","y","slope","pvalue","significant"
73.2873681137335,-52.9876884808426,-0.00933306073316147,0.00953790857074665,TRUE
73.2873681137335,-52.991057163158,-0.00325550390261094,0.254075626130312,FALSE
73.2873681137335,-52.9944258454734,-0.00957970133934476,0.286855230346172,FALSE
73.2873681137335,-52.9977945277889,-0.00160807884352343,0.603910190855667,FALSE
73.2873681137335,-53.0011632101043,-0.00566080285978866,0.115663693602505,FALSE
73.2873681137335,-53.0045318924198,-0.00621333686506694,0.0534012020114568,FALSE
73.2907367960489,-52.9876884808426,-0.00933306073316147,0.00953790857074665,TRUE
73.2907367960489,-52.991057163158,-0.00325550390261094,0.254075626130312,FALSE
73.2907367960489,-52.9944258454734,-0.01083025397516,0.194413695747066,FALSE
73.2907367960489,-52.9977945277889,-0.00396429882557062,0.560956800695913,FALSE
73.2907367960489,-53.0011632101043,-0.00566080285978866,0.115663693602505,FALSE
73.2907367960489,-53.0045318924198,-0.00621333686506694,0.0534012020114568,FALSE
73.2941054783643,-52.9843197985271,0.000294938311642641,0.943934594053069,FALSE
73.2941054783643,-52.9876884808426,-0.00806233730913542,0.00667793440977743,TRUE
73.2941054783643,-52.991057163158,-0.00933306073316147,0.00953790857074665,TRUE
73.2941054783643,-52.9944258454734,-0.01083025397516,0.194413695747066,FALSE
73.2941054783643,-52.9977945277889,-0.00396429882557062,0.560956800695913,FALSE
73.2941054783643,-53.0011632101043,-0.00566080285978866,0.115663693602505,FALSE
73.2941054783643,-53.0045318924198,-0.00355607069669001,0.326895360757879,FALSE
73.2974741606798,-52.9843197985271,0.000294938311642641,0.943934594053069,FALSE
73.2974741606798,-52.9876884808426,-0.00806233730913542,0.00667793440977743,TRUE
73.2974741606798,-52.991057163158,-0.00933306073316147,0.00953790857074665,TRUE
73.2974741606798,-52.9944258454734,0.00120486226895713,0.867005662152266,FALSE
73.2974741606798,-52.9977945277889,-0.0135504649307605,0.0635966024744481,FALSE
73.2974741606798,-53.0011632101043,-0.00155155867808327,0.812155540431182,FALSE
73.2974741606798,-53.0045318924198,-0.00355607069669001,0.326895360757879,FALSE
73.3008428429952,-52.9876884808426,-0.00989242416574911,0.0148494427722279,TRUE
73.3008428429952,-52.991057163158,-0.00806233730913542,0.00667793440977743,TRUE
73.3008428429952,-52.9944258454734,0.00120486226895713,0.867005662152266,FALSE
73.3008428429952,-52.9977945277889,-0.0135504649307605,0.0635966024744481,FALSE
73.3008428429952,-53.0011632101043,-0.00155155867808327,0.812155540431182,FALSE
73.3008428429952,-53.0045318924198,-0.00470472571134508,0.246639423226835,FALSE
73.3008428429952,-53.0079005747352,-0.00355607069669001,0.326895360757879,FALSE
73.3042115253107,-52.9876884808426,-0.00989242416574911,0.0148494427722279,TRUE
73.3042115253107,-52.991057163158,-0.00806233730913542,0.00667793440977743,TRUE
73.3042115253107,-52.9944258454734,0.00663473023349992,0.168286192266359,FALSE
73.3042115253107,-52.9977945277889,-0.00177304602736717,0.772428071817721,FALSE
73.3042115253107,-53.0011632101043,-0.0058516847836988,0.247898112445724,FALSE
73.3042115253107,-53.0045318924198,-0.00470472571134508,0.246639423226835,FALSE
73.3042115253107,-53.0079005747352,-0.00355607069669001,0.326895360757879,FALSE
73.3042115253107,-53.0112692570507,-0.00518843740381185,0.132379812167294,FALSE
73.3075802076261,-52.9876884808426,-0.00879862395117015,0.00538339870559441,TRUE
73.3075802076261,-52.991057163158,-0.00989242416574911,0.0148494427722279,TRUE
73.3075802076261,-52.9944258454734,0.00663473023349992,0.168286192266359,FALSE
73.3075802076261,-52.9977945277889,-0.00177304602736717,0.772428071817721,FALSE
73.3075802076261,-53.0011632101043,-0.0058516847836988,0.247898112445724,FALSE
73.3075802076261,-53.0045318924198,-0.0105203086677307,0.0317942309150189,TRUE
73.3075802076261,-53.0079005747352,-0.00470472571134508,0.246639423226835,FALSE
73.3075802076261,-53.0112692570507,-0.00777740306057751,0.0404705205073817,TRUE
73.3109488899416,-52.9876884808426,-0.00879862395117015,0.00538339870559441,TRUE
73.3109488899416,-52.991057163158,-0.00989242416574911,0.0148494427722279,TRUE
73.3109488899416,-52.9944258454734,0.00155799801768044,0.768603720000563,FALSE
73.3109488899416,-52.9977945277889,0.00184600812102414,0.790160496939515,FALSE
73.3109488899416,-53.0011632101043,0.0125246691091945,0.0943352463334279,FALSE
73.3109488899416,-53.0045318924198,-0.0105203086677307,0.0317942309150189,TRUE
73.3109488899416,-53.0079005747352,-0.00470472571134508,0.246639423226835,FALSE
73.314317572257,-52.9843197985271,-0.00384171070950133,0.0747220363546507,FALSE
73.314317572257,-52.9876884808426,-0.00812661944668322,0.0188856372683566,TRUE
73.314317572257,-52.991057163158,-0.00879862395117015,0.00538339870559441,TRUE
73.314317572257,-52.9944258454734,0.00155799801768044,0.768603720000563,FALSE
73.314317572257,-52.9977945277889,0.00184600812102414,0.790160496939515,FALSE
73.314317572257,-53.0011632101043,0.0125246691091945,0.0943352463334279,FALSE
73.314317572257,-53.0045318924198,0.00487390752969163,0.370105236630021,FALSE
73.314317572257,-53.0079005747352,-0.0105203086677307,0.0317942309150189,TRUE
73.3176862545725,-52.9809511162117,-0.00325983620917862,0.26803882067,FALSE
73.3176862545725,-52.9843197985271,-0.00384171070950133,0.0747220363546507,FALSE
73.3176862545725,-52.9876884808426,-0.00812661944668322,0.0188856372683566,TRUE
73.3176862545725,-52.991057163158,-0.00879862395117015,0.00538339870559441,TRUE
73.3176862545725,-52.9944258454734,-0.00516223108260151,0.440815803417242,FALSE
73.3176862545725,-52.9977945277889,0.00166712168216588,0.757699616047011,FALSE
73.3176862545725,-53.0011632101043,0.00781169066520584,0.29577933812412,FALSE
