"x","y","pvalue","significance"
73.3176862545725,-52.9809511162117,0.26803882067,"p ≥ 0.05"
73.3210549368879,-52.9809511162117,0.26803882067,"p ≥ 0.05"
73.3244236192034,-52.9809511162117,0.191080798249141,"p ≥ 0.05"
73.3277923015188,-52.9809511162117,0.191080798249141,"p ≥ 0.05"
73.2941054783643,-52.9843197985271,0.943934594053069,"p ≥ 0.05"
73.2974741606798,-52.9843197985271,0.943934594053069,"p ≥ 0.05"
73.314317572257,-52.9843197985271,0.0747220363546507,"p ≥ 0.05"
73.3176862545725,-52.9843197985271,0.0747220363546507,"p ≥ 0.05"
73.3210549368879,-52.9843197985271,0.523890188523483,"p ≥ 0.05"
73.3244236192034,-52.9843197985271,0.523890188523483,"p ≥ 0.05"
73.3277923015188,-52.9843197985271,0.523890188523483,"p ≥ 0.05"
73.2873681137335,-52.9876884808426,0.00953790857074665,"p < 0.01"
73.2907367960489,-52.9876884808426,0.00953790857074665,"p < 0.01"
73.2941054783643,-52.9876884808426,0.00667793440977743,"p < 0.01"
73.2974741606798,-52.9876884808426,0.00667793440977743,"p < 0.01"
73.3008428429952,-52.9876884808426,0.0148494427722279,"p < 0.05"
73.3042115253107,-52.9876884808426,0.0148494427722279,"p < 0.05"
73.3075802076261,-52.9876884808426,0.00538339870559441,"p < 0.01"
73.3109488899416,-52.9876884808426,0.00538339870559441,"p < 0.01"
73.314317572257,-52.9876884808426,0.0188856372683566,"p < 0.05"
73.3176862545725,-52.9876884808426,0.0188856372683566,"p < 0.05"
73.3210549368879,-52.9876884808426,0.0311014558386089,"p < 0.05"
73.3244236192034,-52.9876884808426,0.0311014558386089,"p < 0.05"
73.3277923015188,-52.9876884808426,0.273932097990508,"p ≥ 0.05"
73.3311609838343,-52.9876884808426,0.273932097990508,"p ≥ 0.05"
73.3345296661497,-52.9876884808426,0.578549563047123,"p ≥ 0.05"
73.2873681137335,-52.991057163158,0.254075626130312,"p ≥ 0.05"
73.2907367960489,-52.991057163158,0.254075626130312,"p ≥ 0.05"
73.2941054783643,-52.991057163158,0.00953790857074665,"p < 0.01"
73.2974741606798,-52.991057163158,0.00953790857074665,"p < 0.01"
73.3008428429952,-52.991057163158,0.00667793440977743,"p < 0.01"
73.3042115253107,-52.991057163158,0.00667793440977743,"p < 0.01"
73.3075802076261,-52.991057163158,0.0148494427722279,"p < 0.05"
73.3109488899416,-52.991057163158,0.0148494427722279,"p < 0.05"
73.314317572257,-52.991057163158,0.00538339870559441,"p < 0.01"
73.3176862545725,-52.991057163158,0.00538339870559441,"p < 0.01"
73.3210549368879,-52.991057163158,0.0188856372683566,"p < 0.05"
73.3244236192034,-52.991057163158,0.0188856372683566,"p < 0.05"
73.3277923015188,-52.991057163158,0.0311014558386089,"p < 0.05"
73.3311609838343,-52.991057163158,0.0311014558386089,"p < 0.05"
73.3345296661497,-52.991057163158,0.273932097990508,"p ≥ 0.05"
73.3378983484652,-52.991057163158,0.273932097990508,"p ≥ 0.05"
73.2873681137335,-52.9944258454734,0.286855230346172,"p ≥ 0.05"
73.2907367960489,-52.9944258454734,0.194413695747066,"p ≥ 0.05"
73.2941054783643,-52.9944258454734,0.194413695747066,"p ≥ 0.05"
73.2974741606798,-52.9944258454734,0.867005662152266,"p ≥ 0.05"
73.3008428429952,-52.9944258454734,0.867005662152266,"p ≥ 0.05"
73.3042115253107,-52.9944258454734,0.168286192266359,"p ≥ 0.05"
73.3075802076261,-52.9944258454734,0.168286192266359,"p ≥ 0.05"
73.3109488899416,-52.9944258454734,0.768603720000563,"p ≥ 0.05"
73.314317572257,-52.9944258454734,0.768603720000563,"p ≥ 0.05"
73.3176862545725,-52.9944258454734,0.440815803417242,"p ≥ 0.05"
73.3210549368879,-52.9944258454734,0.440815803417242,"p ≥ 0.05"
73.3244236192034,-52.9944258454734,0.00297333480458785,"p < 0.01"
73.3277923015188,-52.9944258454734,0.00297333480458785,"p < 0.01"
73.3311609838343,-52.9944258454734,0.00297333480458785,"p < 0.01"
73.3345296661497,-52.9944258454734,0.00589105494044008,"p < 0.01"
73.3378983484652,-52.9944258454734,0.00589105494044008,"p < 0.01"
73.3412670307806,-52.9944258454734,0.534460799802975,"p ≥ 0.05"
73.2873681137335,-52.9977945277889,0.603910190855667,"p ≥ 0.05"
73.2907367960489,-52.9977945277889,0.560956800695913,"p ≥ 0.05"
73.2941054783643,-52.9977945277889,0.560956800695913,"p ≥ 0.05"
73.2974741606798,-52.9977945277889,0.0635966024744481,"p ≥ 0.05"
73.3008428429952,-52.9977945277889,0.0635966024744481,"p ≥ 0.05"
73.3042115253107,-52.9977945277889,0.772428071817721,"p ≥ 0.05"
73.3075802076261,-52.9977945277889,0.772428071817721,"p ≥ 0.05"
73.3109488899416,-52.9977945277889,0.790160496939515,"p ≥ 0.05"
73.314317572257,-52.9977945277889,0.790160496939515,"p ≥ 0.05"
73.3176862545725,-52.9977945277889,0.757699616047011,"p ≥ 0.05"
73.3210549368879,-52.9977945277889,0.757699616047011,"p ≥ 0.05"
73.3244236192034,-52.9977945277889,0.875900332223487,"p ≥ 0.05"
73.3277923015188,-52.9977945277889,0.875900332223487,"p ≥ 0.05"
73.3311609838343,-52.9977945277889,0.216242738544532,"p ≥ 0.05"
73.3345296661497,-52.9977945277889,0.216242738544532,"p ≥ 0.05"
73.3378983484652,-52.9977945277889,0.108474294978421,"p ≥ 0.05"
73.2873681137335,-53.0011632101043,0.115663693602505,"p ≥ 0.05"
73.2907367960489,-53.0011632101043,0.115663693602505,"p ≥ 0.05"
73.2941054783643,-53.0011632101043,0.115663693602505,"p ≥ 0.05"
73.2974741606798,-53.0011632101043,0.812155540431182,"p ≥ 0.05"
73.3008428429952,-53.0011632101043,0.812155540431182,"p ≥ 0.05"
73.3042115253107,-53.0011632101043,0.247898112445724,"p ≥ 0.05"
73.3075802076261,-53.0011632101043,0.247898112445724,"p ≥ 0.05"
73.3109488899416,-53.0011632101043,0.0943352463334279,"p ≥ 0.05"
73.314317572257,-53.0011632101043,0.0943352463334279,"p ≥ 0.05"
73.3176862545725,-53.0011632101043,0.29577933812412,"p ≥ 0.05"
73.3210549368879,-53.0011632101043,0.29577933812412,"p ≥ 0.05"
73.3244236192034,-53.0011632101043,0.561619389462052,"p ≥ 0.05"
73.3277923015188,-53.0011632101043,0.561619389462052,"p ≥ 0.05"
73.3311609838343,-53.0011632101043,0.169755443945136,"p ≥ 0.05"
73.3345296661497,-53.0011632101043,0.169755443945136,"p ≥ 0.05"
73.3378983484652,-53.0011632101043,0.0424921708391816,"p < 0.05"
73.3412670307806,-53.0011632101043,0.0424921708391816,"p < 0.05"
73.2873681137335,-53.0045318924198,0.0534012020114568,"p ≥ 0.05"
73.2907367960489,-53.0045318924198,0.0534012020114568,"p ≥ 0.05"
73.2941054783643,-53.0045318924198,0.326895360757879,"p ≥ 0.05"
73.2974741606798,-53.0045318924198,0.326895360757879,"p ≥ 0.05"
73.3008428429952,-53.0045318924198,0.246639423226835,"p ≥ 0.05"
73.3042115253107,-53.0045318924198,0.246639423226835,"p ≥ 0.05"
73.3075802076261,-53.0045318924198,0.0317942309150189,"p < 0.05"
73.3109488899416,-53.0045318924198,0.0317942309150189,"p < 0.05"
73.314317572257,-53.0045318924198,0.370105236630021,"p ≥ 0.05"
73.3176862545725,-53.0045318924198,0.370105236630021,"p ≥ 0.05"
73.3210549368879,-53.0045318924198,0.700527256587419,"p ≥ 0.05"
73.3244236192034,-53.0045318924198,0.700527256587419,"p ≥ 0.05"
73.3277923015188,-53.0045318924198,0.986751408444883,"p ≥ 0.05"
73.3311609838343,-53.0045318924198,0.986751408444883,"p ≥ 0.05"
73.3345296661497,-53.0045318924198,0.786627910728296,"p ≥ 0.05"
73.3378983484652,-53.0045318924198,0.786627910728296,"p ≥ 0.05"
73.3412670307806,-53.0045318924198,0.786627910728296,"p ≥ 0.05"
73.3446357130961,-53.0045318924198,0.172223811839797,"p ≥ 0.05"
73.3480043954115,-53.0045318924198,0.172223811839797,"p ≥ 0.05"
73.351373077727,-53.0045318924198,0.816803062043194,"p ≥ 0.05"
73.3008428429952,-53.0079005747352,0.326895360757879,"p ≥ 0.05"
73.3042115253107,-53.0079005747352,0.326895360757879,"p ≥ 0.05"
73.3075802076261,-53.0079005747352,0.246639423226835,"p ≥ 0.05"
73.3109488899416,-53.0079005747352,0.246639423226835,"p ≥ 0.05"
73.314317572257,-53.0079005747352,0.0317942309150189,"p < 0.05"
73.3176862545725,-53.0079005747352,0.0317942309150189,"p < 0.05"
73.3210549368879,-53.0079005747352,0.370105236630021,"p ≥ 0.05"
73.3244236192034,-53.0079005747352,0.370105236630021,"p ≥ 0.05"
73.3277923015188,-53.0079005747352,0.700527256587419,"p ≥ 0.05"
73.3311609838343,-53.0079005747352,0.700527256587419,"p ≥ 0.05"
73.3345296661497,-53.0079005747352,0.986751408444883,"p ≥ 0.05"
73.3378983484652,-53.0079005747352,0.986751408444883,"p ≥ 0.05"
73.3412670307806,-53.0079005747352,0.786627910728296,"p ≥ 0.05"
73.3446357130961,-53.0079005747352,0.786627910728296,"p ≥ 0.05"
73.3480043954115,-53.0079005747352,0.172223811839797,"p ≥ 0.05"
73.351373077727,-53.0079005747352,0.172223811839797,"p ≥ 0.05"
73.3547417600424,-53.0079005747352,0.816803062043194,"p ≥ 0.05"
73.3042115253107,-53.0112692570507,0.132379812167294,"p ≥ 0.05"
73.3075802076261,-53.0112692570507,0.0404705205073817,"p < 0.05"
73.3210549368879,-53.0112692570507,0.109914114304761,"p ≥ 0.05"
73.3244236192034,-53.0112692570507,0.109914114304761,"p ≥ 0.05"
73.3277923015188,-53.0112692570507,0.857786327474076,"p ≥ 0.05"
73.3311609838343,-53.0112692570507,0.857786327474076,"p ≥ 0.05"
73.3345296661497,-53.0112692570507,0.906298509180012,"p ≥ 0.05"
73.3378983484652,-53.0112692570507,0.906298509180012,"p ≥ 0.05"
73.3412670307806,-53.0112692570507,0.0245218864763628,"p < 0.05"
73.3446357130961,-53.0112692570507,0.0245218864763628,"p < 0.05"
73.3480043954115,-53.0112692570507,0.0320541462561563,"p < 0.05"
73.351373077727,-53.0112692570507,0.0320541462561563,"p < 0.05"
73.3547417600424,-53.0112692570507,0.959256261651702,"p ≥ 0.05"
73.3581104423579,-53.0112692570507,0.959256261651702,"p ≥ 0.05"
73.5299132404457,-53.0112692570507,0.252993889797908,"p ≥ 0.05"
73.5332819227612,-53.0112692570507,0.243895542672057,"p ≥ 0.05"
73.5366506050766,-53.0112692570507,0.243895542672057,"p ≥ 0.05"
73.3244236192034,-53.0146379393661,0.0948591891453065,"p ≥ 0.05"
73.3277923015188,-53.0146379393661,0.0948591891453065,"p ≥ 0.05"
73.3311609838343,-53.0146379393661,0.429889933763528,"p ≥ 0.05"
73.3345296661497,-53.0146379393661,0.429889933763528,"p ≥ 0.05"
73.3378983484652,-53.0146379393661,0.124376476434281,"p ≥ 0.05"
73.3412670307806,-53.0146379393661,0.124376476434281,"p ≥ 0.05"
73.3446357130961,-53.0146379393661,0.124376476434281,"p ≥ 0.05"
73.3480043954115,-53.0146379393661,0.0678392895226456,"p ≥ 0.05"
73.351373077727,-53.0146379393661,0.0678392895226456,"p ≥ 0.05"
73.3547417600424,-53.0146379393661,0.0551648101458984,"p ≥ 0.05"
73.3581104423579,-53.0146379393661,0.0551648101458984,"p ≥ 0.05"
73.5063324642376,-53.0146379393661,0.56174637986426,"p ≥ 0.05"
73.509701146553,-53.0146379393661,0.56174637986426,"p ≥ 0.05"
73.5130698288685,-53.0146379393661,0.9272574146118,"p ≥ 0.05"
73.5164385111839,-53.0146379393661,0.9272574146118,"p ≥ 0.05"
73.5198071934994,-53.0146379393661,0.393884892740778,"p ≥ 0.05"
73.5231758758148,-53.0146379393661,0.393884892740778,"p ≥ 0.05"
73.5265445581303,-53.0146379393661,0.224381840889638,"p ≥ 0.05"
73.5299132404457,-53.0146379393661,0.224381840889638,"p ≥ 0.05"
73.5332819227612,-53.0146379393661,0.566884080451285,"p ≥ 0.05"
73.5366506050766,-53.0146379393661,0.566884080451285,"p ≥ 0.05"
73.540019287392,-53.0146379393661,0.983936942466556,"p ≥ 0.05"
73.5433879697075,-53.0146379393661,0.983936942466556,"p ≥ 0.05"
73.546756652023,-53.0146379393661,0.87342585399731,"p ≥ 0.05"
73.5501253343384,-53.0146379393661,0.87342585399731,"p ≥ 0.05"
73.5669687459156,-53.0146379393661,0.0114595923498714,"p < 0.05"
73.5703374282311,-53.0146379393661,0.0114595923498714,"p < 0.05"
73.5737061105465,-53.0146379393661,0.442197463126017,"p ≥ 0.05"
73.3311609838343,-53.0180066216816,0.812752521597448,"p ≥ 0.05"
73.3345296661497,-53.0180066216816,0.812752521597448,"p ≥ 0.05"
73.3378983484652,-53.0180066216816,0.0434741792830326,"p < 0.05"
73.3412670307806,-53.0180066216816,0.0434741792830326,"p < 0.05"
73.3446357130961,-53.0180066216816,0.161463527940405,"p ≥ 0.05"
73.3480043954115,-53.0180066216816,0.161463527940405,"p ≥ 0.05"
73.351373077727,-53.0180066216816,0.307450311942964,"p ≥ 0.05"
73.3547417600424,-53.0180066216816,0.307450311942964,"p ≥ 0.05"
73.5029637819221,-53.0180066216816,0.278338671132361,"p ≥ 0.05"
73.5063324642376,-53.0180066216816,0.278338671132361,"p ≥ 0.05"
73.509701146553,-53.0180066216816,0.278338671132361,"p ≥ 0.05"
73.5130698288685,-53.0180066216816,0.416237715263411,"p ≥ 0.05"
73.5164385111839,-53.0180066216816,0.416237715263411,"p ≥ 0.05"
73.5198071934994,-53.0180066216816,0.325528791217684,"p ≥ 0.05"
73.5231758758148,-53.0180066216816,0.325528791217684,"p ≥ 0.05"
73.5265445581303,-53.0180066216816,0.0175365068450751,"p < 0.05"
73.5299132404457,-53.0180066216816,0.0175365068450751,"p < 0.05"
73.5332819227612,-53.0180066216816,0.00457797096533376,"p < 0.01"
73.5366506050766,-53.0180066216816,0.00457797096533376,"p < 0.01"
73.540019287392,-53.0180066216816,0.00126233039542491,"p < 0.01"
73.5433879697075,-53.0180066216816,0.00126233039542491,"p < 0.01"
73.546756652023,-53.0180066216816,0.111287612538048,"p ≥ 0.05"
73.5501253343384,-53.0180066216816,0.111287612538048,"p ≥ 0.05"
73.5534940166539,-53.0180066216816,0.050653683079753,"p ≥ 0.05"
73.5568626989693,-53.0180066216816,0.050653683079753,"p ≥ 0.05"
73.5602313812848,-53.0180066216816,0.119506897422326,"p ≥ 0.05"
73.5636000636002,-53.0180066216816,0.119506897422326,"p ≥ 0.05"
73.5669687459156,-53.0180066216816,0.12523239923583,"p ≥ 0.05"
73.5703374282311,-53.0180066216816,0.12523239923583,"p ≥ 0.05"
73.5737061105465,-53.0180066216816,0.151157022158693,"p ≥ 0.05"
73.577074792862,-53.0180066216816,0.151157022158693,"p ≥ 0.05"
73.5804434751774,-53.0180066216816,0.188142305332801,"p ≥ 0.05"
73.4726456410831,-53.021375303997,0.471542263151513,"p ≥ 0.05"
73.4760143233985,-53.021375303997,0.819990966253851,"p ≥ 0.05"
73.479383005714,-53.021375303997,0.819990966253851,"p ≥ 0.05"
73.4827516880294,-53.021375303997,0.231776547929281,"p ≥ 0.05"
73.4861203703449,-53.021375303997,0.231776547929281,"p ≥ 0.05"
73.4894890526603,-53.021375303997,0.596035904277575,"p ≥ 0.05"
73.4995950996067,-53.021375303997,0.0939338900448164,"p ≥ 0.05"
73.5029637819221,-53.021375303997,0.375645041140708,"p ≥ 0.05"
73.5063324642376,-53.021375303997,0.375645041140708,"p ≥ 0.05"
73.509701146553,-53.021375303997,0.0446561023324158,"p < 0.05"
73.5130698288685,-53.021375303997,0.0446561023324158,"p < 0.05"
