season,n_obs,mean_albedo,median_albedo,sd_albedo,min_albedo,max_albedo,q25_albedo,q75_albedo,iqr_albedo,cv_albedo
Summer,1117,0.3676497665605106,0.367459960245278,0.038272857004606906,0.240719737290866,0.56996219788439,0.34447685112795,0.391215079369585,0.04673822824163498,10.410140434104605
Autumn,1182,0.3000994406351194,0.3018782364123255,0.04612101719520391,0.0750848328742857,0.554588851514517,0.27367830645353874,0.3257934441144185,0.05211513766087977,15.368578194479499
Winter,1085,0.3066094371869497,0.304958406388052,0.059475126933150296,0.0370234446526034,0.61108313254489,0.271369547199491,0.343243863167422,0.07187431596793098,19.39768308464895
Spring,1082,0.3994622864975719,0.401180949788372,0.03846235107106436,0.23171619710289,0.722984681896633,0.3768070456688497,0.42355644785503277,0.046749402186183064,9.62853124591479
