n_obs,mean_albedo,median_albedo,sd_albedo,min_albedo,max_albedo,q25_albedo,q75_albedo,iqr_albedo,cv_albedo,stat_type
4466,0.342649297227276,0.34573639915947996,0.06228265177560703,0.0370234446526034,0.722984681896633,0.29878566764425724,0.3879803858399055,0.08919471819564828,18.176792504639387,Overall
