"elevation","slope"
44.8494567871094,-0.00325983623042703
89.06689453125,-0.00325983623042703
138.351181030273,0.00272272038273513
126.201751708984,0.00272272038273513
162.941055297852,0.000294938305160031
157.065292358398,0.000294938305160031
82.440559387207,-0.00384171074256301
119.583030700684,-0.00384171074256301
283.542541503906,-0.00178782676812261
298.202270507812,-0.00178782676812261
250.155426025391,-0.00178782676812261
260.328674316406,-0.00933306105434895
246.005828857422,-0.00933306105434895
214.594772338867,-0.00806233752518892
200.801086425781,-0.00806233752518892
181.245880126953,-0.0098924245685339
154.733215332031,-0.0098924245685339
124.616767883301,-0.00879862438887358
121.16870880127,-0.00879862438887358
164.830642700195,-0.00812661927193403
286.011352539062,-0.00812661927193403
370.495574951172,-0.00464973598718643
342.420562744141,-0.00464973598718643
335.962310791016,-0.00202863593585789
238.883361816406,-0.00202863593585789
48.7775650024414,-0.00139118963852525
413.411163330078,-0.00325550395064056
398.410675048828,-0.00325550395064056
333.196533203125,-0.00933306105434895
311.159820556641,-0.00933306105434895
254.982376098633,-0.00806233752518892
219.876617431641,-0.00806233752518892
201.473251342773,-0.0098924245685339
239.703155517578,-0.0098924245685339
342.067718505859,-0.00879862438887358
426.509674072266,-0.00879862438887358
422.808929443359,-0.00812661927193403
401.460998535156,-0.00812661927193403
375.837493896484,-0.00464973598718643
339.154357910156,-0.00464973598718643
216.206069946289,-0.00202863593585789
41.9171371459961,-0.00202863593585789
575.386047363281,-0.00957970134913921
573.863525390625,-0.0108302542939782
535.314819335938,-0.0108302542939782
455.314605712891,0.00120486225932837
356.174560546875,0.00120486225932837
354.988555908203,0.00663473038002849
381.640960693359,0.00663473038002849
434.765808105469,0.00155799800995737
497.838287353516,0.00155799800995737
494.974334716797,-0.00516223115846515
476.212890625,-0.00516223115846515
447.604187011719,-0.00973692815750837
389.063568115234,-0.00973692815750837
320.147369384766,-0.00973692815750837
228.086318969727,-0.0105691077187657
53.5215759277344,-0.0105691077187657
3.17008137702942,-0.00133778597228229
609.849670410156,-0.00160807883366942
627.031860351562,-0.0039642988704145
600.591796875,-0.0039642988704145
507.145202636719,-0.0135504649952054
419.967041015625,-0.0135504649952054
447.321594238281,-0.00177304598037153
539.884948730469,-0.00177304598037153
599.727416992188,0.00184600811917335
594.882080078125,0.00184600811917335
568.455017089844,0.00166712165810168
540.221984863281,0.00166712165810168
481.407470703125,0.00142648757901043
370.975189208984,0.00142648757901043
267.826507568359,-0.00429250253364444
147.634170532227,-0.00429250253364444
31.8968601226807,-0.00579834124073386
412.057067871094,-0.00566080305725336
443.349365234375,-0.00566080305725336
458.657012939453,-0.00566080305725336
398.712615966797,-0.00155155872926116
334.811859130859,-0.00155155872926116
325.664245605469,-0.00585168460384011
381.843902587891,-0.00585168460384011
507.782409667969,0.0125246690586209
544.809204101562,0.0125246690586209
512.140991210938,0.00781169068068266
462.826049804688,0.00781169068068266
382.652160644531,-0.00391890574246645
290.968536376953,-0.00391890574246645
216.770233154297,-0.0078095942735672
166.566635131836,-0.0078095942735672
113.615715026855,-0.00627026427537203
79.6608047485352,-0.00627026427537203
256.896362304688,-0.00621333671733737
275.689056396484,-0.00621333671733737
296.076629638672,-0.00355607061646879
280.944671630859,-0.00355607061646879
237.223480224609,-0.0047047259286046
221.428771972656,-0.0047047259286046
225.329147338867,-0.010520308278501
295.699401855469,-0.010520308278501
376.025238037109,0.00487390765920281
394.041900634766,0.00487390765920281
359.756713867188,-0.00237737153656781
321.240814208984,-0.00237737153656781
292.816192626953,-0.000107064712210558
276.413024902344,-0.000107064712210558
257.532196044922,-0.0013071927241981
250.494506835938,-0.0013071927241981
266.566772460938,-0.0013071927241981
271.012390136719,-0.00415385514497757
202.459777832031,-0.00415385514497757
125.44702911377,-0.000636224693153054
154.618026733398,-0.00355607061646879
145.53401184082,-0.00355607061646879
136.908493041992,-0.0047047259286046
146.179077148438,-0.0047047259286046
201.455520629883,-0.010520308278501
301.802459716797,-0.010520308278501
367.563354492188,0.00487390765920281
380.392364501953,0.00487390765920281
359.276275634766,-0.00237737153656781
373.438537597656,-0.00237737153656781
376.183013916016,-0.000107064712210558
396.974609375,-0.000107064712210558
413.054992675781,-0.0013071927241981
358.742248535156,-0.0013071927241981
286.541778564453,-0.00415385514497757
234.346786499023,-0.00415385514497757
139.920074462891,-0.000636224693153054
94.5306243896484,-0.00518843717873096
81.2123336791992,-0.00777740310877562
160.249130249023,-0.00666650151833892
253.364395141602,-0.00666650151833892
391.465972900391,0.000722520228009671
463.701263427734,0.000722520228009671
485.853454589844,-0.000504010007716715
505.285308837891,-0.000504010007716715
544.042297363281,-0.010256526991725
462.445281982422,-0.010256526991725
344.44970703125,-0.00670856609940529
256.531677246094,-0.00670856609940529
189.052169799805,0.000143628130899742
113.803092956543,0.000143628130899742
0,0.00279258587397635
0.191641598939896,0.00317144417203963
0.619317770004272,0.00317144417203963
70.3848266601562,-0.00665427930653095
156.556121826172,-0.00665427930653095
349.710906982422,-0.00279193487949669
450.629028320312,-0.00279193487949669
439.952301025391,-0.0047381897456944
453.128234863281,-0.0047381897456944
447.486846923828,-0.0047381897456944
379.119140625,-0.0053840409964323
298.883666992188,-0.0053840409964323
256.212310791016,-0.00607658829540014
199.463409423828,-0.00607658829540014
6.12993812561035,0.00060752424178645
0.130216956138611,0.00060752424178645
0,-0.00025611007004045
0,-0.00025611007004045
2.30400000873487e-05,0.00271058757789433
0.0369587205350399,0.00271058757789433
0.376066565513611,0.00337999709881842
2.11380982398987,0.00337999709881842
15.8376960754395,0.00151856080628932
31.8162269592285,0.00151856080628932
19.2626152038574,-7.35756839276291e-05
1.03959035873413,-7.35756839276291e-05
0.00123647996224463,-0.000510606390889734
0,-0.000510606390889734
0,-0.0231997650116682
0,-0.0231997650116682
0,-0.0122065963223577
108.615516662598,-0.000518936547450721
208.340393066406,-0.000518936547450721
178.99072265625,-0.00509039778262377
254.980102539062,-0.00509039778262377
239.995880126953,-0.00433800043538213
208.892364501953,-0.00433800043538213
205.354766845703,-0.0028033759444952
206.979995727539,-0.0028033759444952
10.7637710571289,-0.00220724195241928
9.4857702255249,-0.00220724195241928
10.3091020584106,-0.00220724195241928
12.3697872161865,-0.00190143054351211
16.1995639801025,-0.00190143054351211
21.6408252716064,-0.00199518259614706
29.7486457824707,-0.00199518259614706
38.108829498291,-0.00528373522683978
51.3770980834961,-0.00528373522683978
71.9328079223633,-0.00975087191909552
79.5084381103516,-0.00975087191909552
69.5619430541992,-0.00851543247699738
31.0460472106934,-0.00851543247699738
9.8058032989502,-0.00272285449318588
1.17718780040741,-0.00272285449318588
1.38686203956604,-0.00258486834354699
0.87801855802536,-0.00258486834354699
0.606960654258728,-0.00211334461346269
0.82814210653305,-0.00211334461346269
3.13116407394409,-0.00188190583139658
6.84133911132812,-0.00188190583139658
3.25493240356445,-0.002708675339818
0.0756582394242287,-0.002708675339818
0,-0.00341387861408293
0,-0.0103225018829107
0,-0.00251210480928421
0,-0.00251210480928421
0.0324659198522568,-0.00266298884525895
0.286284804344177,-0.00266298884525895
1.21585154533386,-0.00137517717666924
12.1745796203613,-0.0040382887236774
16.3663291931152,-0.00241066538728774
31.9908409118652,-0.00241066538728774
50.9498291015625,-0.00510627496987581
63.7595367431641,-0.00510627496987581
75.9242172241211,-0.00556722935289145
87.6989974975586,-0.00556722935289145
103.371757507324,-0.0031299393158406
116.147514343262,-0.0031299393158406
122.290390014648,-0.00489120883867145
122.283409118652,-0.00489120883867145
115.396987915039,-0.00829632114619017
104.564888000488,-0.00829632114619017
87.4099426269531,-0.00845047645270824
63.6548004150391,-0.00845047645270824
44.6730766296387,-0.00845047645270824
45.7710113525391,-0.00709622027352452
45.2065620422363,-0.00709622027352452
44.3839988708496,-0.00686490815132856
46.4083633422852,-0.00686490815132856
54.2342338562012,-0.00405208952724934
60.0268249511719,-0.00405208952724934
48.7071266174316,-0.00378938927315176
18.7605781555176,-0.00378938927315176
4.24164342880249,-0.00198792153969407
0.141345277428627,-0.00198792153969407
0,-0.00085576856508851
0,-0.00085576856508851
0.013713919557631,0.00325457891449332
0.00802559964358807,0.00325457891449332
0,0.00343355699442327
0,0.00343355699442327
0,0.00425142562016845
0.0741119980812073,0.0157739110291004
0.561098217964172,0.0157739110291004
2.92512774467468,0.0157739110291004
7.8175311088562,-0.0103225018829107
15.0882453918457,-0.0103225018829107
25.2515449523926,-0.00251210480928421
27.1919288635254,-0.00251210480928421
21.0067348480225,-0.00266298884525895
17.6058044433594,-0.00266298884525895
13.7077808380127,-0.00137517717666924
11.8807554244995,-0.00137517717666924
15.1328716278076,-0.0040382887236774
38.0120582580566,-0.0040382887236774
68.0144729614258,-0.00241066538728774
90.3088684082031,-0.00241066538728774
112.310775756836,-0.00510627496987581
128.361312866211,-0.00510627496987581
142.431915283203,-0.00556722935289145
150.32698059082,-0.00556722935289145
152.949325561523,-0.0031299393158406
152.146621704102,-0.0031299393158406
146.338623046875,-0.00489120883867145
135.918838500977,-0.00489120883867145
119.153587341309,-0.00829632114619017
103.936553955078,-0.00829632114619017
94.1273956298828,-0.00845047645270824
91.1701278686523,-0.00845047645270824
95.2693328857422,-0.00709622027352452
102.762481689453,-0.00709622027352452
108.920959472656,-0.00686490815132856
108.132637023926,-0.00686490815132856
101.247604370117,-0.00405208952724934
92.1105804443359,-0.00405208952724934
83.7283630371094,-0.00378938927315176
58.8577117919922,-0.00378938927315176
15.6686305999756,-0.00198792153969407
0.81022721529007,-0.00198792153969407
0.0142208002507687,-0.00085576856508851
0,-0.00085576856508851
6.27966976165771,0.00338990287855268
6.8200626373291,0.00338990287855268
13.0982627868652,-0.00202949484810233
19.162691116333,-0.00202949484810233
19.4444236755371,0.0044025955721736
14.2486505508423,0.0044025955721736
6.40681219100952,0.00796298403292894
0.99133950471878,0.00796298403292894
0.135802879929543,-4.1771236283239e-05
0.117473281919956,-4.1771236283239e-05
0.12008447945118,0.00210895808413625
3.80238842964172,-0.000947589869610965
15.0840139389038,-0.00162967573851347
32.8652229309082,-0.00162967573851347
55.9053955078125,-0.00109354464802891
75.5225677490234,-0.00109354464802891
91.2078170776367,-0.00488005578517914
94.3173370361328,-0.00488005578517914
83.1483154296875,-0.011275933124125
62.2704315185547,-0.011275933124125
49.6491470336914,-0.00395812606438994
35.756046295166,-0.00395812606438994
36.5980339050293,-0.00691001722589135
48.3131332397461,-0.00691001722589135
79.6599197387695,-0.0064158127643168
93.8403015136719,-0.0064158127643168
106.129943847656,-0.0064158127643168
131.384155273438,-0.00537896901369095
151.568984985352,-0.00537896901369095
158.746505737305,-0.00478584691882133
162.260986328125,-0.00478584691882133
163.495574951172,-0.00826804805546999
163.168914794922,-0.00826804805546999
160.154312133789,-0.010120009072125
153.153900146484,-0.010120009072125
139.041809082031,-0.00890530832111835
123.302032470703,-0.00890530832111835
115.423683166504,-0.00622974103316665
121.170555114746,-0.00622974103316665
128.46614074707,-0.0067346440628171
135.756546020508,-0.0067346440628171
140.851348876953,-0.00344306183978915
138.742065429688,-0.00344306183978915
127.397239685059,-0.00527653330937028
110.472885131836,-0.00527653330937028
101.501083374023,-0.00572306895628572
94.793083190918,-0.00572306895628572
73.2771759033203,-0.00563647970557213
42.0023345947266,-0.00563647970557213
18.5722599029541,-0.00454988982528448
4.25707244873047,-0.00454988982528448
0.128611832857132,-0.00170528271701187
10.5833444595337,-0.00154999911319464
14.735800743103,-0.00154999911319464
29.9956665039062,0.000883273896761239
54.2597808837891,0.000883273896761239
72.5151443481445,-0.00554222241044044
82.3380813598633,-0.00554222241044044
79.5206069946289,8.49132920848206e-05
57.7970390319824,8.49132920848206e-05
27.7051219940186,8.49132920848206e-05
25.1829204559326,0.00187833234667778
19.5686988830566,0.00187833234667778
13.345103263855,0.00287849176675081
15.0583190917969,0.00287849176675081
33.6379585266113,0.00181453954428434
58.0816116333008,0.00181453954428434
54.931266784668,-0.00102119334042072
88.9236373901367,-0.00102119334042072
143.965896606445,-0.00347982766106725
138.650634765625,-0.00347982766106725
107.260231018066,-0.00335695641115308
123.651359558105,-0.00335695641115308
132.508941650391,-0.00555164879187942
133.396850585938,-0.00555164879187942
126.236839294434,-0.00432119285687804
111.925033569336,-0.00432119285687804
125.862861633301,-0.00478513026610017
122.799697875977,-0.00478513026610017
122.992988586426,-0.00567445810884237
144.91325378418,-0.00567445810884237
158.009368896484,-0.00410473439842463
181.590713500977,-0.00410473439842463
213.588439941406,-0.0103084873408079
188.486633300781,-0.0103084873408079
183.760269165039,-0.00990869849920273
191.293350219727,-0.00990869849920273
190.97590637207,-0.00846604909747839
185.428375244141,-0.00846604909747839
179.553375244141,-0.00599577557295561
174.454925537109,-0.00599577557295561
167.229614257812,-0.0122680915519595
153.869003295898,-0.0122680915519595
137.141372680664,-0.00963487662374973
129.378265380859,-0.00963487662374973
142.117553710938,-0.00963487662374973
152.938842773438,-0.00701448833569884
165.893081665039,-0.00701448833569884
173.376663208008,-0.0088070435449481
174.233276367188,-0.0088070435449481
169.613189697266,-0.00976876355707645
151.511322021484,-0.00976876355707645
137.011917114258,-0.0126117523759604
120.250869750977,-0.0126117523759604
101.972869873047,-0.0106849716976285
86.0684204101562,-0.0106849716976285
63.7426948547363,-0.00785790849477053
33.8279838562012,-0.00785790849477053
14.1469316482544,-0.00435964530333877
55.068302154541,-0.00502103427425027
55.4540939331055,-0.00502103427425027
64.9629364013672,-0.00790330115705729
88.9438400268555,-0.00790330115705729
102.27978515625,-0.00840200390666723
111.229270935059,-0.00840200390666723
119.156745910645,-0.000779710069764405
116.521507263184,-0.000779710069764405
121.355834960938,0.005631307605654
148.224334716797,0.005631307605654
144.465972900391,0.00173205987084657
134.191848754883,0.00173205987084657
134.919906616211,-0.00452439812943339
173.361312866211,-0.00452439812943339
222.617401123047,0.00183067948091775
236.928314208984,0.00183067948091775
272.308959960938,-0.000950298039242625
313.409515380859,-0.000950298039242625
312.371185302734,0.00254471320658922
226.91584777832,0.00254471320658922
190.169219970703,0.00254471320658922
193.617736816406,-0.00307044526562095
184.957290649414,-0.00307044526562095
169.489700317383,-0.00618468690663576
175.473983764648,-0.00618468690663576
227.959976196289,-0.00279792840592563
248.904632568359,-0.00279792840592563
246.977615356445,-0.00492123095318675
268.338806152344,-0.00492123095318675
283.926727294922,-0.00575964199379086
300.524230957031,-0.00575964199379086
322.588134765625,-0.00697672599926591
246.613967895508,-0.00697672599926591
212.289764404297,-0.00728606851771474
