sensor,method,variable,edf,p_value,r_squared,deviance_explained,individual_r2,incremental_r2,aic,bic,rmse,mae
VIIRS,GAM,mean_temp,1.0000002252123652,0.0021615026344543042,0.7725688371546587,0.7871387593659479,0.016596701262747038,0.009357502804504536,-666.8814025602942,-632.3921224743698,0.023900606281090638,0.01828651128790768
VIIRS,GAM,total_precip,3.757535648769172,0.006511687141675493,0.7725688371546587,0.7871387593659479,0.220365757134538,0.022282294477510622,-666.8814025602942,-632.3921224743698,0.023900606281090638,0.01828651128790768
VIIRS,GAM,total_snowfall,1.3662434318275125,0.7435336633328926,0.7725688371546587,0.7871387593659479,-0.005514694248323515,-3.334809484299983e-4,-666.8814025602942,-632.3921224743698,0.023900606281090638,0.01828651128790768
VIIRS,GAM,mean_radiation,3.357544450764835,0,0.7725688371546587,0.7871387593659479,0.586274736357117,0.4995835738789366,-666.8814025602942,-632.3921224743698,0.023900606281090638,0.01828651128790768
