sensor,method,variable,coefficient,importance_lmg,importance_first,importance_last,r_squared,adj_r_squared,individual_r2,partial_r2,incremental_r2,aic,bic
VIIRS,Regression,mean_temp,-0.45078949125487755,0.05784380434850717,0.01244931885534695,0.024606379355918293,0.6938080714022802,0.6853027400523435,0.012449318855346909,0.04013249833760859,0.024606379355918584,-623.6718783994038,-605.648200563731
VIIRS,Regression,total_precip,-0.08334692971043264,0.08476581854533473,0.15664028687880416,0.0033106199511795933,0.6938080714022802,0.6853027400523435,0.1566402868788042,0.05881120908577432,0.0033106199511799828,-623.6718783994038,-605.648200563731
VIIRS,Regression,total_snowfall,-0.022112039757427517,0.03559922846147039,0.0012793072666425038,4.6600100659097425e-5,0.6938080714022802,0.6853027400523435,0.0012793072666425172,0.024699032042261936,4.660010065926645e-5,-623.6718783994038,-605.648200563731
VIIRS,Regression,mean_radiation,0.8333072649599069,0.5155992200469677,0.5353881335293772,0.4622991587825327,0.6938080714022802,0.6853027400523435,0.5353881335293773,0.35772690047730654,0.4622991587825328,-623.6718783994038,-605.648200563731
