sensor,method,variable,importance,r_squared,individual_r2,incremental_r2,rmse,mae
VIIRS,Random Forest,mean_temp,26.574915147036947,0.7454344306939543,0.04102343965588276,0.03168424309729756,0.026579522558260533,0.020940157647284127
VIIRS,Random Forest,total_precip,9.409917671604521,0.7454344306939543,0.11978723586073185,0.012051785715780583,0.026579522558260533,0.020940157647284127
VIIRS,Random Forest,total_snowfall,15.13861228822587,0.7454344306939543,0.07027953749711273,-0.0011311267670951475,0.026579522558260533,0.020940157647284127
VIIRS,Random Forest,mean_radiation,77.11696493945236,0.7454344306939543,0.6385076977672317,0.46258190881733674,0.026579522558260533,0.020940157647284127
